HU/Var,2010.Census.Population,Population.Estimate..2011,Population.Estimate..2012,Population.Estimate..2013,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,FMRKT09,FMRKTPTH09,VEG_FARMS07,VEG_FARMS12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,ORCHARD_FARMS07,ORCHARD_FARMS12,BERRY_FARMS07,BERRY_FARMS12,SLHOUSE07,SLHOUSE12,GHVEG_FARMS07,GHVEG_FARMS12,CSA07,CSA12,AGRITRSM_OPS07,AGRITRSM_OPS12,FARM_TO_SCHOOL09,WIC.participants.FY.2009,WIC.participants.FY.2011,WIC.participants..FY.2012,WIC.participants..FY.2013,National.School.Lunch.Program.participants.FY.2009,National.School.Lunch.Program.participants.FY.2011,National.School.Lunch.Program.participants..FY.2012,National.School.Lunch.Program.participants..FY.2013,School.Breakfast.Program.participants.FY.2009,School.Breakfast.Program.participants.FY.2011,School.Breakfast.Program.participants..FY.2012,School.Breakfast.Program.participants..FY.2013,Child.and.Adult.Care.particpants.FY.2009,Child.and.Adult.Care.particpants.FY.2011,Child.and.Adult.Care.participants..FY.2012,Child.and.Adult.Care.participants..FY.2013,Summer.Food.particpants.FY.2009,Summer.Food.participants.FY.2011,Summer.Food.participants..FY.2012,Summer.Food.participants..FY.2013,State.Population..2009,State.Population..2010,State.Population...2011,State.Population..2012,State.Population...2013,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10,COUNTY_STATE_RELATIVE_POP_2010
10,1.129763246,-0.028750271,0.356053621,0.284152865,-1.323356152,1.109801412,-2.055550098,0.699843049,0.229815036,1.05425024,-0.88045913,0.009370428,0.522677243,0.46389249,0.490708828,0.514410496,1.954840541,1.503810048,-1.533066869,1.278434038,0.396248132,0.940783799,0.251989812,-0.753762662,0.732531726,1.441322088,-0.491945028,0.69165498,1.025719881,-0.459829181,-1.587694407,0.311052144,1.069950581,0.675881147,2.677946806,-0.730703235,-0.369159549,-1.103544831,-2.316887617,-0.409205854,-0.716921151,-0.908108413,-1.189374924,1.486227036,0.337277025,-1.23934412,-2.662909746,0.052927788,0.252671629,1.102250576,0.511007369,-1.186062336,0.490041196,0.608255863,0.02023772,0.16459468,0.518166244,1.054195523,0.770360291,-1.513995409,-0.340870261,-0.615527272,1.081886292,-0.339288622,0.462977141,-0.871581793,1.740020156,-0.149889037,0.481821477,0.058639973,0.312579334,-0.24869521,1.012598515,-1.929458737,-1.164707303,-1.222042322,0.838879287,1.360897779,0.448154032,0.020177994,-1.135408521,0.265237212,0.396721125,0.874394298,1.563335776,1.83789587,0.36300233,0.239490718,1.220244765,-0.059193023,-1.204260945,-0.267075211,-1.27091074,-1.362377524,-2.695884705,0.895143569,-0.051633023,0.624168098,2.05537653,-0.507754505,0.393476099,-0.570416808,0.371337146,0.046541017,0.937913179,0.91534996,-0.185485274,-1.680538416,-0.827662051,1.513344526,-0.494981289,-0.561417758,-0.478482246,1.331488609,0.506173611,-0.178340733,-0.498158872,0.213463411,1.291772366,1.147636056,0.59611696,0.260138899,0.76190424
11,0.784156561,0.528521359,1.112810493,-0.069461875,0.127531007,0.575644553,-0.295822203,1.00795269,0.540871084,-1.119994402,1.639284015,0.233338445,0.997499704,-1.451306701,-0.605757415,-0.587153792,-0.922813475,-0.54284811,-0.729410052,-0.729963005,0.808554828,-0.726114869,0.221986189,-0.389915287,-1.491988897,0.342122108,-0.282260925,0.211575553,-0.133513287,0.017442631,1.548002481,-0.406052887,-0.966282725,-0.064310059,-2.312946558,1.209041357,-1.345932603,0.095135383,-0.491137028,-1.81221652,0.687292576,-1.521234989,0.183086395,1.041816711,0.588424146,0.862245619,0.497832745,1.142513871,-0.119497307,-0.797927678,0.003700557,-1.131618857,-2.190234661,0.732148468,0.224492073,1.426924109,-0.932898045,0.26637277,-1.360430956,-0.550389826,0.785876393,0.265193045,1.079680085,-1.232390165,-0.310056955,-0.249690086,-1.042283297,0.063459158,-1.376915455,-1.806093693,-0.655022621,0.003648529,1.137849092,-0.204051018,-0.066842206,-2.714084387,-0.916577101,-0.457341731,0.395900756,0.676796436,-0.794799447,-0.70597142,0.280741662,0.160849229,-0.93634665,0.424326688,0.684570372,-1.784923196,0.161233261,1.729097724,-0.099486329,-0.201311424,-0.514785469,0.413623929,-0.299615771,1.681412816,0.717019498,1.832684517,-0.512655497,0.08420036,-0.59421134,0.404872924,1.26199472,-0.545658946,0.335142821,0.417646408,-2.692301989,-2.255070925,-0.003156683,-1.169509053,-1.905720711,0.63661617,0.066778384,0.017406469,0.683239579,-1.065855265,-1.447469711,-1.39423573,1.328058362,-0.328077585,0.668667555,1.040676832,-0.782125294
12,1.193842411,1.178030252,0.656469107,1.060593843,1.592107177,-1.30012536,-0.681749821,0.778175712,1.96812427,1.443459034,-0.887046158,-0.808116198,-0.339120328,-0.294258177,-0.698999703,1.237609744,-1.178032756,0.284592479,-0.842608213,0.841262877,-2.094132423,0.336621791,-1.249785304,-0.70962888,-1.825719118,1.941814661,-0.044385098,-0.155713886,-0.031612739,0.997709632,-0.052769002,-0.840298831,1.179030299,-0.153839365,0.283341408,-0.089342676,-0.183667585,-0.771162152,0.344861686,0.823757887,0.434087545,-1.576505542,1.279592037,2.09467721,-0.566931963,0.125715569,1.46974051,1.092900991,-1.673933148,-0.418738633,1.340931654,0.712821543,-0.823865652,0.270035952,1.252300143,1.379193783,-0.87451005,0.020686399,0.21027182,-0.597183585,1.535050511,0.7455948,-0.38400799,1.669807196,-0.310873508,0.058198426,0.646712601,-0.239162982,1.813727379,2.120867014,-0.059194058,-0.241976157,-0.022030802,-0.645088017,-0.616057754,0.281003714,-2.590779066,0.25311619,0.821042538,-0.000450086,0.693943501,0.310226798,-1.511913538,0.13015759,-0.126091704,1.04041183,-0.829659581,0.573081851,0.016360143,0.842712641,-0.069848917,-1.315780401,-0.272584736,-0.752685487,-2.393103361,1.119606256,-0.1392176,0.820250571,1.739394307,-0.695168972,-1.11149478,0.816322327,1.420561671,-0.600970089,-0.990790069,0.460993886,1.331920862,-0.28678003,-0.319910377,0.69838053,0.392377555,0.134928644,-1.473501205,-1.626243353,0.465651035,0.128972232,1.711647391,-0.211148828,-0.817739129,-0.014688857,0.231147051,-0.033999529,-0.301567495
13,-0.87708956,-1.35203898,-1.690916538,0.656475902,0.482157797,1.238262892,-2.070605278,0.399748743,-1.664699078,-0.479620904,1.880277753,-1.807181001,0.143580183,-0.436191499,-0.246445909,-1.920637608,3.125965118,-1.106437802,1.065157652,0.22875911,0.408956021,-0.656467557,0.608173847,1.50198102,-0.147681639,-1.150138855,-1.348431945,0.685143769,-0.860265493,-0.059369687,-0.179227322,-0.163116381,0.068596557,0.213058248,-0.277547807,-0.307170391,-0.381776214,1.423677564,-0.426930696,0.548172951,-0.60081172,0.427339464,2.585425377,0.022433037,-1.271461368,0.99244231,0.254357338,0.542821884,0.643420279,-0.181862935,-0.831210911,-1.058877587,0.22865805,-2.278683186,-1.016581416,0.776496768,0.776471972,1.123141885,-1.311713934,0.162583262,-0.083279401,0.607625484,-0.782158613,-0.555308998,-0.151836067,1.817957163,-0.080604658,-1.182562232,-0.833015621,0.671614707,-0.519285142,0.829750776,-1.487391353,-0.837398946,-0.795654118,0.189990103,-0.998760045,0.547401965,0.06122702,0.944449782,-1.027852178,0.41848734,-1.099794507,1.022226691,-0.637120068,-0.362766773,0.682018518,-0.854114652,-0.366896123,-0.439329952,-0.477564871,-0.814962626,-0.564128637,0.974133968,-0.85275054,-1.580379009,0.524194002,-0.883632123,1.336441517,-0.137400359,-1.639103889,-0.774726987,-0.3614842,0.510473311,1.603631496,1.824091792,0.010397005,0.355008572,0.518324018,1.337870359,-1.070558667,-1.731885195,-0.40488869,-2.130293131,-2.792720795,-0.815250158,-1.393093944,-1.260311723,1.521581888,1.154614568,0.621022344,-0.888373017,1.355229497
14,-2.070905924,0.323511451,-0.442324996,-0.483414024,0.549204051,0.428628743,1.717826605,-0.031821601,1.056900144,-0.189262852,-2.143980265,1.153406739,-1.383488178,-2.152158737,-0.032981936,-0.991471767,-0.094928883,-0.775010586,0.629663289,0.252849251,2.936896324,0.919790924,-0.877597213,-0.169308752,-0.477646083,0.25361076,-0.925050914,0.33355388,1.224621058,1.415872455,-0.494086623,0.514072776,1.811945081,0.944735348,0.751060843,-0.255520314,-0.476531684,-2.306231499,0.399065465,-0.09510576,-0.831139088,-0.639942169,0.166581213,1.027429223,0.284378529,-0.63571018,-0.094068877,0.002946517,-1.281568408,0.512562871,-0.61973089,1.682263255,0.367232502,-0.977754414,0.724872649,0.074811697,0.710139215,-0.594076931,-0.429243863,0.250453562,-0.745719492,0.905082285,-0.627323985,0.066124044,-0.773564279,0.033769775,-0.291454732,-0.607121408,0.236050203,-0.706856549,0.963482261,-0.408837825,0.243074492,0.610596836,-1.744065285,-0.614329338,2.32531476,0.834095538,-0.449099213,-1.083637476,1.512665868,0.315095842,0.539709866,0.061996173,-0.042568009,0.064624198,0.761086702,-0.010755147,0.055742808,-0.17806609,-1.361220717,-0.40877369,-0.377886593,-0.410494715,0.250424951,0.034442004,-1.66942215,2.296146393,-0.322337449,-0.462012202,-0.127530605,-1.497034073,-0.214566424,-0.121550821,1.409726501,1.442318201,-0.178432643,0.004172625,-0.819007993,0.041176029,1.094521165,1.499240279,-0.129236415,0.257430166,1.973468065,-0.088586137,0.113320142,0.417040586,0.269007891,-0.441328764,-0.047472302,-0.49717626,0.457918465
15,0.623951554,-0.615063846,-0.813478708,0.869106352,0.658976197,-0.194629326,0.330269009,-1.048245549,-0.500668287,-0.261325449,-1.170922279,-0.89331764,-1.086661577,0.647696853,-0.526909769,-0.315943658,-2.248878241,0.038820893,-0.018039908,-0.793728888,-0.075127855,-0.898700833,0.608498693,-1.256468415,0.023280969,0.408114016,-1.278241277,-0.801606357,0.939877689,-0.240190417,1.460300326,-0.864674926,-0.072637148,0.201607704,0.345392197,0.812670052,0.610713124,-1.427413583,-0.72392714,-1.960023284,1.045839429,-0.941149116,-0.466744781,0.039337907,0.380438447,-0.923568845,0.199272797,-0.034929078,-0.017962223,0.371115059,-0.863783479,0.047162507,-0.233263493,2.085067987,-0.36408329,-0.025581717,1.304542303,0.331198752,0.584592819,0.15002127,-0.271159589,-1.115102053,-0.529973507,-1.219581008,-3.181529284,1.138317943,-0.152728468,-0.665646255,1.209066749,0.18337658,-0.6205706,-0.323325038,0.415172368,-0.523834765,-0.119963847,-0.398776919,-0.564950347,0.005618844,-0.776162386,0.954894125,0.574575782,-1.015353799,0.236336485,1.31550312,-0.038369473,0.188433066,0.594719648,0.88637799,-1.206665635,-0.650870502,0.203143239,-0.565815747,-0.062282111,-1.929763794,-0.858663738,0.188570291,-1.087095022,-0.849144697,0.186472222,0.0406694,2.103852987,0.477004737,0.264377892,-0.839740574,-0.287362516,0.370431125,0.491126627,-1.852754593,0.15948467,0.75280112,-2.550501347,0.265664816,-0.608922601,0.703326285,0.369946688,-1.18984127,0.864546001,-0.925286174,-0.913981318,0.779753149,0.600930929,-0.64958775,0.123028427
16,0.41504097,-0.582141638,-0.619006932,-0.960590482,0.682806969,-1.083333611,-0.525932372,-1.013238549,-1.520106792,-0.659028828,0.141571373,-1.561164618,-0.964646578,0.073228583,-0.667844534,-0.829711914,1.704182386,1.071963429,-0.705523491,3.381884098,1.670127273,-0.027599851,-0.695555031,-0.400440246,-0.771508098,0.64600879,-2.113533974,-1.148110271,0.232829019,0.802370131,-0.787520289,0.708203495,-0.410230607,-1.566529751,-0.903229654,-0.895525753,0.215189591,-1.057278275,-0.051840886,-0.010960348,-1.263694406,0.147816986,0.35143882,0.644883096,-1.366731167,0.08924032,-0.329053998,0.696553051,-0.260732204,1.555730104,-1.21416223,-0.598698854,-0.266724467,-0.157491326,0.031838253,-1.111992955,0.620403588,-0.138153687,-0.887227654,-0.257634759,-2.429720163,0.977764547,-1.840634704,-1.732592583,0.434825152,0.821196675,0.012832206,-1.630053401,-1.053628683,-0.018571712,0.147767082,-0.035694432,-0.123574756,-0.743684292,-0.764236033,-1.169246078,0.271392345,1.734488249,-0.179791123,0.476359278,-0.855401874,-1.031998396,0.279512435,0.419516474,0.327016294,0.423700988,1.27062571,0.648031414,0.76633513,0.881741762,-1.004295707,0.314225167,-1.01864922,0.075394794,0.338192582,2.306448936,-0.98583734,-1.059363961,1.736263156,-0.872807145,-0.040280104,0.035642665,-0.485703081,0.250672609,-0.79463017,1.429268122,0.498698354,-0.220297635,-0.82038784,1.904907584,-1.694822907,0.200604215,0.494545519,0.307670563,0.3047387,0.5079422,-1.372847557,0.611157417,0.033632316,-0.156986773,0.471344054,-1.068223119,-1.771256804
17,-0.790269971,-0.42943579,0.947461188,0.989866614,0.804325342,-1.202791333,-1.428498626,1.87717855,0.062751509,1.084693909,-0.057949767,-0.204930261,0.386438489,0.514843643,-0.764655828,-0.318429142,0.848027468,2.227949858,0.214217216,-0.41398409,-0.334989548,0.73866564,0.916913867,0.31405735,-0.184272885,-1.058105707,-0.257365495,0.964921176,-0.114462242,1.148330331,0.634269118,0.273996681,0.853013933,0.17962569,-0.020972099,-0.775203109,1.260634422,1.040118933,0.082154334,0.727836668,1.477972031,-1.984308839,1.12321949,0.807554364,-0.395394266,0.326182455,0.233782992,0.506264389,1.671651483,1.289033532,-1.969990373,1.696371436,0.793250918,0.899379075,0.938263237,0.531913221,-1.081815839,0.951767325,0.536709189,-1.394906402,-0.057918619,1.231722713,-0.026776398,1.473157644,-0.078654774,1.827535391,1.227020502,0.395916462,-1.957338333,0.850258172,-0.063610107,-0.69056195,0.708179832,0.317400575,0.734595776,2.288461447,-0.187177628,0.011530965,-0.115397796,0.178293318,1.270079255,-0.727488101,0.469133735,-0.774656177,0.627692819,0.418993115,0.062541172,-1.321673512,-0.191539451,0.253703415,0.062664285,0.018827833,0.145317107,0.733495951,0.080423467,0.18574585,-0.415364444,-1.328629732,0.339170665,0.141577527,1.799219489,-0.887511849,2.583470345,0.740409911,0.801496267,-0.497693181,1.839585185,-0.143007755,0.814969003,1.732963204,0.763878047,0.080030657,-0.377445012,-1.259943843,1.893457413,-1.264858365,-0.083888598,-1.213798404,0.218127519,-1.16629231,-1.11444509,-0.119706929,-1.074602604
18,-1.160604954,1.645303726,-2.318938017,1.349331856,-0.099408247,-0.152360767,-0.19596079,0.339790404,-0.356915414,0.677270174,-0.723380804,-0.649403512,0.189803571,-2.583131075,-1.206625581,-0.446408391,0.962411284,2.116627216,-1.102193713,-0.005362388,-0.564262509,-1.143493176,-1.089694858,-1.382846475,-0.459456205,0.109080084,-0.381512195,0.104525104,1.199487448,1.063337207,0.438694179,-0.474283993,0.31036815,0.22840108,0.266810596,-0.375201315,-1.829735041,-0.170126915,-0.059553515,0.962500274,0.754828036,-0.097751126,-0.549776256,1.044371605,-0.156168744,3.183295012,0.07975591,-1.675691605,0.937526464,-0.061347991,0.267186433,1.719942451,2.180422306,0.305599093,0.04315263,1.410450339,2.149044275,0.785434723,1.49960196,-1.113782287,0.162164658,1.603714585,-0.804507911,1.226175308,0.624144077,1.603930712,0.010203541,-0.619778454,-0.786141455,-0.19580622,-0.476157069,0.555364609,0.176280409,1.16426003,0.072200067,-0.052476872,0.191447809,0.80977118,-0.911321878,-0.380910963,0.510433614,-1.217304111,0.710122585,-0.007456088,-1.737388015,1.460519314,0.401927948,0.224631518,0.598064244,0.303710938,0.80000931,-0.112771288,-0.163364559,-0.063389242,0.880106986,0.186771482,0.292237014,1.850105762,-0.866653919,1.050696731,0.341464996,-2.185880423,-0.842081964,1.244025946,-0.68477577,-1.285881639,0.767516196,0.569644809,-0.316523045,0.53701663,-1.475901246,1.434052348,1.04562664,0.158249572,0.545544982,-0.973742485,-0.382950544,-0.096366443,0.021950215,0.784084201,1.066776395,-1.138180852,2.205306053
19,0.926992416,-1.526858211,-0.562429607,-0.676979899,-2.267657042,1.031121254,1.980631709,-2.461858273,1.29166913,0.19973439,0.884567797,-0.00914269,0.087491587,-0.531155586,1.535951972,0.166053221,0.118436828,0.186784297,0.167158782,-0.081135891,0.687681556,-0.364467502,-0.21047473,-0.493053794,0.55552572,0.232155889,0.649909198,-0.447764605,-0.347552449,-1.275189281,1.552017212,1.233290911,2.095635891,0.820627987,0.788966238,-0.613856614,-0.650916517,0.691183567,-0.371287704,1.000487447,-0.313355088,1.52858448,-0.130828917,2.249535799,-0.515897453,-0.819312334,0.54711026,0.3579382,0.373192459,-0.371051133,1.461640954,-1.629710674,-0.251896799,1.63456893,-0.72402072,1.849344492,1.480837584,1.241548061,0.004355917,-0.119258747,-0.537407994,-0.478944898,0.312389374,0.849915266,0.316727787,-0.51926142,-0.409634531,-1.395123243,1.245830417,-0.319488078,-0.111851238,0.488266379,-0.85099864,1.87573874,0.617930174,0.315945208,-0.271038264,-0.641556859,-0.972053587,0.070783496,-0.83066386,-0.378527224,0.639237761,0.320928097,1.916469932,-0.547882438,-1.577825189,0.216338798,-1.233652353,-0.821800888,-0.734119236,1.458444357,-0.057218466,1.55080688,-1.10395956,-0.304210186,1.626281857,-0.149320558,-0.966193199,-0.552167594,0.151782855,-0.365963072,1.487621427,-2.516035318,0.587659717,-0.519859493,1.742491841,0.993745446,-1.254002929,-2.09744978,-0.77782619,-0.857601285,0.347203255,0.166662261,1.973466635,-1.118396521,-0.672570944,-0.90498805,-0.958567202,0.013530783,-0.239055574,0.903150022,-1.038368464
20,1.066249013,-0.502029717,1.50143671,0.872346699,-0.323715597,0.525876105,0.008531827,1.514397502,-0.30021745,-0.785883665,1.93221283,0.337881565,-1.954614401,2.128260136,2.047354698,-0.294068426,-0.074619427,0.378234178,0.586394429,-0.150249511,0.390386671,0.282135904,0.596132278,2.059324265,-1.092394352,0.43362692,1.727444291,-0.622496426,0.50655359,0.818572938,0.964565337,-0.326903015,0.132603154,-0.168499872,-1.11014986,0.605478883,0.325730443,1.874910593,-0.938541532,-1.056481838,1.009595037,0.137380108,0.540872455,0.010212169,-0.135698438,0.654255092,-0.732634664,0.750593126,-0.034491539,1.413087964,1.848073602,-0.398919016,-0.216525704,0.944872797,1.408950686,1.474898577,-0.705707312,1.333723307,1.138965011,-1.715369701,1.009513378,0.73112613,1.227196574,0.427377135,-1.275456667,0.168078959,0.711067617,-0.594479144,-0.026183411,0.165520936,0.740729988,-0.149964109,-0.398323625,-1.017104626,0.670458436,2.450035334,-0.538767695,0.303539813,1.057443857,0.729173839,1.445241094,-1.967920303,0.325252801,-0.575703084,-1.100088954,0.684354961,-0.318768233,-0.002004084,1.196402669,-0.862730801,-1.99219358,0.379909575,0.128913552,0.135179356,0.074174061,-0.528977752,1.332338214,-0.197582781,0.062416624,-0.034528382,-2.113775969,1.591446877,-0.916746795,-0.967592657,-0.855012059,0.866065979,0.816459835,0.302565008,1.046522141,0.459983796,0.550062239,0.875226378,-0.111585461,1.078983665,1.893763065,2.038511276,0.62072432,-1.168795466,-2.288461447,-0.435848564,-2.159439325,-0.163628161,-2.093865871
21,1.62002027,-0.65784961,0.574929774,-0.493934602,-0.346222371,0.368910253,-0.219271973,-1.321249247,1.243031979,-0.209960729,-0.003741797,0.296055675,-2.346290827,-0.404409528,-0.855051517,-1.559397101,-1.470364332,-0.479452372,0.646361887,0.387144715,0.508980453,-0.405459136,0.460793674,-1.736288309,-0.571135223,-0.611853659,-1.939826131,-0.418671846,-0.783451915,-0.976917863,-1.449782372,-2.173390865,-2.331077576,0.616549492,1.704780459,0.69434005,1.099639058,0.097503006,-0.778291523,-1.369368076,-0.092657283,0.102750704,-0.189750895,0.36518082,0.047576532,-0.413843155,1.098548055,-0.455955356,-0.391089767,0.410375088,-0.809262991,1.813771486,0.321323335,0.178507939,-0.812248528,-1.087462187,0.455035567,-0.829757333,-1.368301272,-0.040748686,-0.593330801,-0.994464099,0.654319167,0.896281719,-0.41008988,0.474075675,-1.392481565,-1.295484543,-0.296585709,-1.410188794,0.561026812,-0.025027156,-0.297450483,-0.592068613,0.021006908,0.702032506,1.619270921,1.376047015,-0.575935066,0.057129126,-0.205374256,-0.236085743,0.789541066,-0.399108201,0.314907104,0.045757309,-0.537042379,-0.132293552,0.363879025,-0.782350957,-0.936699688,1.902911067,-1.310454607,-0.478164017,-0.319939584,1.119329929,-0.489364952,1.62801826,-0.499872983,-0.409803867,0.097509541,-0.698900938,-0.708351552,-0.975620151,0.046701618,-0.005767681,0.086456351,1.832632899,1.416476488,0.669230878,-1.543223739,-0.089631632,-1.438690782,-0.55710423,0.194784656,-0.034771688,2.144961834,0.265643805,-0.875542343,-1.171865344,1.034335971,-0.31588161,1.616188288
22,-0.38602972,0.836895287,-0.136441007,-0.33746627,0.837415099,0.040796578,1.49824667,-0.67467767,0.071865298,-1.243691444,-0.763236046,0.605972767,-1.028904796,1.577383399,0.782538354,1.747656465,-1.043818951,0.047462128,-0.341587543,0.75923574,0.799929202,-0.876184821,-2.596652985,0.317510962,0.675727427,-0.308673471,-0.759489715,-1.139942646,-0.716894805,-0.027340982,-2.184771061,0.610307395,-0.252267718,0.15431574,-0.381745309,-1.697057962,1.207212567,1.861871123,0.951404333,-0.771561146,-0.533550739,-0.012678471,-0.116199404,-0.117566332,2.182160854,-1.128047466,0.695265353,-1.564123988,1.572260499,-0.166406468,-0.879229665,2.928456545,-1.377061725,-0.788216114,-0.971394181,-0.186726183,-2.373771906,-0.022847524,1.365961909,-0.954520762,-0.932915509,0.259943247,-0.044831958,-1.137156129,1.030977964,-0.695416272,1.509788275,0.363147855,1.21268487,-0.046737228,0.513113379,1.089681268,0.174536109,-1.74007988,0.314546853,-0.617675126,-2.048966885,1.183628678,-0.670569837,0.161549866,0.085833557,-0.830004871,0.426181883,-0.953034997,-0.505493939,1.078778028,-0.76330775,-0.219812021,-0.495683014,0.090695761,-0.266064376,-0.824223518,1.368782759,1.72178483,0.336177558,2.023652077,-0.103716709,0.376031429,-1.464046478,-1.061149478,-0.097513609,-1.108638525,1.221575975,-2.444448233,-0.014460748,0.453918844,0.205415562,-0.273730636,-0.67600739,-1.496024966,1.048724771,1.186656833,2.636750221,0.187988162,-0.213268802,-0.408703238,1.187521696,-0.530369461,0.147270963,-0.60456425,0.361339003,-1.246726274,0.641839564
23,0.11379829,-0.690555573,-1.764229774,-1.127660155,0.613222599,0.380853206,0.197826385,-0.639084816,-0.022555744,-1.378789783,0.761719525,1.097632527,0.845823169,-0.758925676,0.241226643,-0.599157095,-0.591225564,0.130272761,0.21699658,-0.013707661,-0.648244441,0.006957827,-0.540433228,1.874635696,1.163425803,1.591363788,-0.40990448,-0.189125359,0.123202153,-1.983225822,1.074172616,0.836894691,-0.484862268,-0.857433796,-2.263755322,-0.770314813,0.225913063,1.515710115,-1.772569776,-0.307141423,-0.028266614,-0.103110977,0.565116704,-0.198372498,2.237727404,0.637490809,0.982060015,-1.282947779,-0.482003301,1.039835095,-0.854044259,-0.923213303,-0.848492324,0.000467707,-0.732459188,-1.044086933,0.618456602,0.236255884,0.954185665,-2.393046141,1.03644073,-0.666515887,0.512315333,0.630509317,-0.109305128,-1.122707605,-0.564264894,0.388657928,-0.711934209,-0.813191354,-1.531621933,-0.257783324,0.297000676,0.16858089,0.437531769,-1.202773929,-1.584666133,0.3463884,1.780149698,-0.473419517,-0.463481128,-0.397484273,0.690930009,0.229813755,-1.084235191,1.397153616,-0.172039106,0.209547758,-0.430281848,-0.545247674,0.728629529,-0.484945804,-0.498018563,0.771334469,-1.128150344,0.418091267,0.084635966,1.413445234,-0.665020049,-0.553305566,-0.524666011,-0.930226266,-0.768868327,1.109623551,-1.466382384,0.312342942,-0.430748165,0.50681299,-0.093535408,-1.149439812,0.833964169,0.586404622,-0.284769952,-1.011360288,-0.223333418,1.872473121,-1.407797337,-0.182824597,-0.533993363,0.237070873,-0.50389421,0.335795671,1.825442314
24,-0.213246137,-0.678991973,1.204111099,1.840005994,-0.702682555,1.336521506,1.308875799,1.086463928,1.314935803,-0.387200922,0.197383702,-1.357221007,-0.016144304,0.145326048,-0.938590407,0.179552913,0.168106288,-0.56179446,-0.821824968,0.364629537,0.230177879,-0.154510558,-2.511847734,-0.964778066,-0.76724416,0.226553917,0.624208987,-0.510193825,0.304680377,2.627218723,0.677772939,-2.644504309,0.447640628,-0.347438812,0.182572067,-0.156185776,-0.875346482,2.143318415,2.411703587,1.4087677,0.073873959,-1.218997002,0.618264198,0.546834528,1.065917253,1.856832862,-0.298965782,-0.335429817,-0.563031614,2.117330551,-0.645639777,-0.977810383,-0.574169099,-1.652620792,0.320276558,-0.294091195,-1.132776618,0.312841296,1.181514502,-0.750488043,-1.675427675,-0.232505754,1.031452775,0.384831041,-0.110225923,-0.172147214,0.505606294,-1.134904981,-0.378191173,-0.173904091,-0.278026223,-0.999616325,-1.885809422,0.829583347,-0.167446092,2.481524944,-2.606109381,0.075099789,-0.232248619,-0.248779997,0.283314586,2.225123644,0.71693182,0.457855314,-0.291790813,-0.793674231,1.680001736,-0.635393023,-0.935779274,0.342705935,-0.627428949,-1.438588738,-0.228785694,0.026207132,2.722546339,0.392305762,-0.5640288,-1.140503883,-1.056426167,-1.014156699,2.217566252,0.927915514,0.029495608,0.76952821,-0.648021877,-1.572304606,2.248099566,1.219543695,0.166871905,-0.059681118,-0.979712903,0.578219473,0.854213417,1.014732242,-0.236959383,1.084772706,0.950979888,0.571288586,1.170561194,-1.321831703,0.378715962,-0.182620078,-0.207514361
