2010.Census.Population,Population.Estimate..2011,Population.Estimate..2012,Population.Estimate..2013,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,FMRKT09,FMRKTPTH09,VEG_FARMS07,VEG_FARMS12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,ORCHARD_FARMS07,ORCHARD_FARMS12,BERRY_FARMS07,BERRY_FARMS12,SLHOUSE07,SLHOUSE12,GHVEG_FARMS07,GHVEG_FARMS12,CSA07,CSA12,AGRITRSM_OPS07,AGRITRSM_OPS12,FARM_TO_SCHOOL09,WIC.participants.FY.2009,WIC.participants.FY.2011,WIC.participants..FY.2012,WIC.participants..FY.2013,National.School.Lunch.Program.participants.FY.2009,National.School.Lunch.Program.participants.FY.2011,National.School.Lunch.Program.participants..FY.2012,National.School.Lunch.Program.participants..FY.2013,School.Breakfast.Program.participants.FY.2009,School.Breakfast.Program.participants.FY.2011,School.Breakfast.Program.participants..FY.2012,School.Breakfast.Program.participants..FY.2013,Child.and.Adult.Care.particpants.FY.2009,Child.and.Adult.Care.particpants.FY.2011,Child.and.Adult.Care.participants..FY.2012,Child.and.Adult.Care.participants..FY.2013,Summer.Food.particpants.FY.2009,Summer.Food.participants.FY.2011,Summer.Food.participants..FY.2012,Summer.Food.participants..FY.2013,State.Population..2009,State.Population..2010,State.Population...2011,State.Population..2012,State.Population...2013,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10,COUNTY_STATE_RELATIVE_POP_2010,PCT_OBESE_ADULTS13
21452,21317,20632,20016,7505.71,34.99,4121.54,19.21,842.81,9.92,1744.58,8.13,1050.54,4.9,5,0.24,0,0,14,0.66,0,0,13,0.63,4,0,0.18,0.19,10,0.47,5,0.24,649.51,674.8,484.38,512.28,18.82,47.58,67,89.18,0,0,0,1,12.32,97.77,0,4.51,0.56,2.99,0.92,0,17.9,6.8,8.5,9.3,0.97,0.97,0.92,33,34,3.03,8.57,9.66,1,0.05,22,18,22,18,36,30,12,7,0,0,0,2,3,4,12,28,0,140810,143768,141899.83,139000.5,579880,571291.14,562959.01,539664.27,212316,216714.37,224489.75,224172.96,43136,42773.5,42903.75,41862.5,26599,24724,26077,30308,4708708,4785401,4802740,4817528,4833722,0,0,15.23,82.19,1.08,0.35,0.13,0.01,14.13,20.6,1,1,0,1,0.004482801,44.7
93019,93885,94182,94318,12813.74,13.78,6102.73,6.56,1255.95,3.51,3482.59,3.74,1677.68,1.8,19,0.21,3,0.03,65,0.7,5,0.05,89.17,0.94,14,-6.67,0.17,0.15,70,0.76,70,0.76,649.51,674.8,484.38,512.28,18.82,20.11,67,89.18,0,0,0,1,12.32,46.23,8.18,4.51,0.56,2.99,0.92,0,17.9,6.8,8.5,9.3,0.97,0.97,0.92,63,52,-17.46,3.64,3.46,3,0.03,43,24,43,24,10,18,6,11,5,3,0,5,5,5,11,12,0,140810,143768,141899.83,139000.5,579880,571291.14,562959.01,539664.27,212316,216714.37,224489.75,224172.96,43136,42773.5,42903.75,41862.5,26599,24724,26077,30308,4708708,4785401,4802740,4817528,4833722,2,0.02,83.92,1.49,12.08,0.51,0.61,0.07,14.9,25,0,0,0,0,0.019438078,33.2
23068,22795,22593,22154,7149.04,30.99,3909.23,16.95,629.25,6.83,1803.21,7.82,1157.82,5.02,7,0.3,0,0,15,0.65,0,0,25.58,1.13,6,-45.45,0.49,0.27,10,0.43,8,0.34,649.51,674.8,484.38,512.28,18.82,28.9,67,89.18,0,0,0,1,12.32,58.63,8.48,4.51,0.56,2.99,0.92,0,17.9,6.8,8.5,9.3,1.14,0.99,1.06,30,14,-53.33,5.94,2.92,2,0.09,26,6,26,6,27,23,9,2,0,0,0,0,2,1,7,4,0,140810,143768,141899.83,139000.5,579880,571291.14,562959.01,539664.27,212316,216714.37,224489.75,224172.96,43136,42773.5,42903.75,41862.5,26599,24724,26077,30308,4708708,4785401,4802740,4817528,4833722,0,0,54.71,41.53,0.95,0.29,1.11,0.02,15.68,25.32,1,1,0,0,0.004820495,35.3
52947,54891,57626,59240,8511.76,16.08,4129.42,7.8,756.04,3.56,2025.55,3.83,1206.5,2.28,8,0.15,1,0.02,37,0.71,1,0.02,52.83,0.91,11,-15.38,0.26,0.19,44,0.84,25,0.48,649.51,674.8,484.38,512.28,18.82,35.82,67,89.18,0,0,0,1,12.32,61.81,7.87,4.51,0.56,2.99,0.92,0,17.9,6.8,8.5,9.3,1.14,0.99,1.06,6,15,150,1.98,5.36,1,0.02,5,13,5,13,17,6,0,4,1,0,0,2,0,1,9,13,0,140810,143768,141899.83,139000.5,579880,571291.14,562959.01,539664.27,212316,216714.37,224489.75,224172.96,43136,42773.5,42903.75,41862.5,26599,24724,26077,30308,4708708,4785401,4802740,4817528,4833722,4,0.08,52.11,41.41,3.68,0.42,0.36,0.21,12.69,25.5,0,1,1,0,0.011064277,36.4
82291,81847,81941,81277,12352.36,15.01,4888.29,5.94,1225.7,3.84,2873.69,3.49,1753.22,2.13,7,0.08,2,0.02,78,0.94,1,0.01,89.25,1.09,12,20,0.12,0.15,49,0.59,45,0.54,649.51,674.8,484.38,512.28,18.82,26.07,67,89.18,0,0,0,1,12.32,60.5,7.95,4.51,0.56,2.99,0.92,0,17.9,6.8,8.5,9.3,0.97,0.97,0.92,38,31,-18.42,6.08,5.97,0,0,14,11,11,6,21,17,8,3,0,0,0,2,4,7,5,13,0,140810,143768,141899.83,139000.5,579880,571291.14,562959.01,539664.27,212316,216714.37,224489.75,224172.96,43136,42773.5,42903.75,41862.5,26599,24724,26077,30308,4708708,4785401,4802740,4817528,4833722,3,0.04,64.5,31.54,2.03,0.4,0.28,0.01,14.09,23.44,0,1,0,0,0.01719626,39
67023,66661,66211,65934,7529.76,11.23,2597.77,3.88,1251.89,4.71,1670.51,2.49,1161.81,1.73,12,0.18,2,0.03,51,0.76,1,0.01,62.42,0.94,10,-16.67,0.17,0.15,45,0.67,39,0.58,649.51,674.8,484.38,512.28,18.82,21.76,67,89.18,0,0,0,1,12.32,46.55,10.03,4.51,0.56,2.99,0.92,0,17.9,6.8,8.5,9.3,0.97,0.97,0.92,28,19,-32.14,4.45,3.94,1,0.01,21,13,21,11,5,9,9,8,0,0,0,0,3,1,6,1,0,140810,143768,141899.83,139000.5,579880,571291.14,562959.01,539664.27,212316,216714.37,224489.75,224172.96,43136,42773.5,42903.75,41862.5,26599,24724,26077,30308,4708708,4785401,4802740,4817528,4833722,6,0.09,90.4,5.8,1.95,0.28,0.35,0.04,16.25,22.54,0,0,1,0,0.014005723,33.2
97581,98100,100330,100879,36249.04,37.15,9736.74,9.98,1154.45,3.17,9639.37,9.88,2324.16,2.38,8,0.08,3,0.03,25,0.26,6,0.06,24.92,0.25,8,0,0.08,0.08,43,0.45,59,0.62,582.72,511.48,688.08,724.81,12.97,12.12,69,89.59,0,0,0,1,7.67,13.75,5.97,2.43,0.34,3.7,1.41,0,12.1,4.4,7.4,8,1.08,1.13,0.97,38,62,63.16,17.92,28.57,1,0.01,36,45,36,45,1,5,13,15,1,0,12,19,11,16,8,8,0,25816,26295,24969.33,23054.67,53554,54410.04,53919.81,52495.03,16943,19974.23,20758.72,20740.74,9874,9616,10540.75,10962.75,2345,6564,4661,5078,698473,714146,722718,730307,735132,8,0.08,74.05,4.26,5.79,2.57,6.83,0.38,6.53,25.62,0,0,1,0,0.136640127,28.1
13592,13807,14051,14066,1415.66,10.42,502.62,3.7,230.35,4.98,410.13,3.02,97.5,0.72,4,0.3,0,0,1,0.07,2,0.15,10.08,0.71,3,0,0.23,0.21,6,0.44,9,0.67,582.72,511.48,688.08,724.81,12.97,12.16,69,89.59,0,0,0,1,7.67,30.87,10.33,2.43,0.34,3.7,1.41,1,12.1,4.4,7.4,8,1.08,1.13,0.97,29,48,233.33,15.51,31.82,0,0,16,32,14,9,6,17,16,9,0,0,5,5,2,10,1,4,0,25816,26295,24969.33,23054.67,53554,54410.04,53919.81,52495.03,16943,19974.23,20758.72,20740.74,9874,9616,10540.75,10962.75,2345,6564,4661,5078,698473,714146,722718,730307,735132,0,0,52.51,0.63,7.33,19.28,12.94,0.63,6.73,28.65,0,0,0,0,0.019032523,30.2
9492,9834,9873,9897,3628.63,38.48,360.17,3.82,311.96,15.37,338.48,3.59,110.66,1.17,10,1.1,0,0,2,0.22,0,0,13,1.35,8,0,1.19,0.83,4,0.44,5,0.55,582.72,511.48,688.08,724.81,12.97,29.28,69,89.59,0,0,0,1,7.67,35.35,8.76,2.43,0.34,3.7,1.41,1,12.1,4.4,7.4,8,1.08,1.24,0.97,89,76,77.55,12.36,19.27,0,0,154,330,172,298,36,19,36,43,0,0,19,6,2,9,17,20,0,25816,26295,24969.33,23054.67,53554,54410.04,53919.81,52495.03,16943,19974.23,20758.72,20740.74,9874,9616,10540.75,10962.75,2345,6564,4661,5078,698473,714146,722718,730307,735132,1,0.11,32.44,0.97,2.64,4.39,53.51,1.09,4.26,23.87,0,0,0,0,0.0132914,36.5
7523,7722,7721,7714,183.34,4.81,59.04,1.55,83.62,5.23,48.95,1.28,15.12,0.4,0,0,0,0,0,0,0,0,3,0.78,3,0,0.79,0.78,0,0,0,0,582.72,511.48,688.08,724.81,12.97,18.46,69,89.59,0,0,0,1,7.67,46.86,7.92,2.43,0.34,3.7,1.41,0,12.1,4.4,7.4,8,1.08,1.24,0.97,8,9,43.01,0.77,1.36,0,0,9,1,5,1,2,0,0,0,0,0,0,0,0,2,8,4,0,25816,26295,24969.33,23054.67,53554,54410.04,53919.81,52495.03,16943,19974.23,20758.72,20740.74,9874,9616,10540.75,10962.75,2345,6564,4661,5078,698473,714146,722718,730307,735132,0,0,69.44,0.39,3.41,2.52,15.81,0.16,11.48,23.36,0,0,0,0,0.010534261,30.5
2369,2381,2402,2417,510.62,21.55,51.46,2.17,20.95,1.99,105.58,4.46,70.54,2.98,0,0,0,0,0,0,0,0,2.5,1.04,2,100,0.46,0.83,0,0,0,0,582.72,511.48,688.08,724.81,12.97,20.89,69,89.59,0,0,0,1,7.67,44.48,13.56,2.43,0.34,3.7,1.41,0,12.1,4.4,7.4,8,1.14,1.13,0.97,15,17,-12.5,7.77,8.63,2,0.35,31,25,5,24,0,0,0,1,0,0,0,11,0,10,1,4,0,25816,26295,24969.33,23054.67,53554,54410.04,53919.81,52495.03,16943,19974.23,20758.72,20740.74,9874,9616,10540.75,10962.75,2345,6564,4661,5078,698473,714146,722718,730307,735132,0,0,71.72,0.17,1.56,1.35,16.08,0.04,15.79,21.95,0,0,0,0,0.003317249,30.6
3817117,3870806,3942959,4011219,492281.15,12.9,139988.26,3.67,11074.43,0.78,117943.16,3.09,77451.11,2.03,512,0.13,83,0.02,999,0.26,229,0.06,2094.5,0.53,419,6.08,0.1,0.11,2674,0.7,2191,0.58,760.5,577.72,758.63,623.59,16.96,19.52,60,81.04,1,1,1,1,9.94,35.63,8.78,3.51,0.19,3.17,0.69,6,19.7,8.1,9.7,10.9,0.75,1,0.69,129,218,68.99,7.19,8.79,30,0.01,32,72,31,72,180,290,4,5,6,4,1,5,9,21,9,114,1,208873,199343,193214.08,182500.75,655498,661436.77,662439.53,646766.75,231674,261118.66,274596.31,289520.2,45772,42160.5,41670.75,42945.25,12403,23732,27554,23688,6595778,6413158,6482505,6551149,6626624,280,0.07,58.68,4.65,29.57,3.36,1.55,0.18,12.12,26.4,0,0,1,0,0.595200836,25.4
107449,107435,107037,107443,35575.13,33.11,19590.19,18.23,2587.49,7.26,10663.21,9.92,4231.44,3.94,18,0.17,2,0.02,55,0.51,1,0.01,83.75,0.78,25,-3.85,0.23,0.23,55,0.51,77,0.72,760.5,577.72,758.63,623.59,16.96,42.34,60,81.04,1,1,1,1,9.94,47.69,12.7,3.51,0.19,3.17,0.69,15,19.7,8.1,9.7,10.9,0.75,1,0.69,137,178,29.93,4.65,4.63,2,0.02,908,732,908,729,278,25,3,0,2,0,1,12,3,15,8,13,0,208873,199343,193214.08,182500.75,655498,661436.77,662439.53,646766.75,231674,261118.66,274596.31,289520.2,45772,42160.5,41670.75,42945.25,12403,23732,27554,23688,6595778,6413158,6482505,6551149,6626624,3,0.03,43.91,0.78,10.77,0.5,42.39,0.06,13.25,29.76,1,1,0,0,0.01675446,30.9
221339,228788,234243,238778,43591.38,19.69,14027.59,6.34,1771.43,2.16,12366.96,5.59,5542.45,2.5,30,0.14,7,0.03,79,0.36,9,0.04,131.08,0.56,21,0,0.1,0.09,137,0.63,132,0.61,576.21,622.68,444.92,472.13,16.85,11.05,73,76.75,0,0,0,1,12.18,35.92,9.6,5.37,0.61,3.26,1.52,0,14.9,6.4,11.2,11.5,1.1,0.97,1.04,90,65,-27.78,4.18,3.01,3,0.01,16,27,12,22,17,12,17,8,4,5,1,1,12,1,3,4,0,94107,93461,94292.75,89776.83,351950,352817.81,348908.91,332496.94,155258,158053.1,162017.98,166376.48,43974,51644.25,55787,67629.75,17494,21841,26217,41946,2889450,2921588,2937979,2949828,2959373,24,0.11,76.63,1.2,15.49,2.82,1.55,0.29,12.19,27.94,0,0,1,0,0.075759827,30.1
22995,22943,22807,22650,2102.47,9.14,899.57,3.91,331.2,3.77,425.24,1.85,396.36,1.72,5,0.22,1,0.04,10,0.43,0,0,13.17,0.57,4,0,0.17,0.17,20,0.87,11,0.48,576.21,622.68,444.92,472.13,16.85,17.87,73,76.75,0,0,0,1,12.18,48.41,10.61,5.37,0.61,3.26,1.52,0,14.9,6.4,11.2,11.5,1.05,0.95,1.03,14,11,-21.43,3.26,2.89,1,0.04,15,7,15,5,0,3,0,0,1,0,0,0,0,1,4,2,0,94107,93461,94292.75,89776.83,351950,352817.81,348908.91,332496.94,155258,158053.1,162017.98,166376.48,43974,51644.25,55787,67629.75,17494,21841,26217,41946,2889450,2921588,2937979,2949828,2959373,4,0.17,70.35,23.34,4.03,0.52,0.37,0.02,14.83,19.48,0,1,0,0,0.00787072,34.3
8689,8665,8615,8539,2128.98,24.5,764.84,8.8,125.57,3.68,507.56,5.84,372.06,4.28,2,0.23,0,0,5,0.58,0,0,6.08,0.71,1,0,0.12,0.12,2,0.23,0,0,576.21,622.68,444.92,472.13,16.85,20.97,73,76.75,0,0,0,1,12.18,39.42,8.41,5.37,0.61,3.26,1.52,0,14.9,6.4,11.2,11.5,1.05,0.95,1.03,5,0,-100,2.07,0,0,0,3,3,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,94107,93461,94292.75,89776.83,351950,352817.81,348908.91,332496.94,155258,158053.1,162017.98,166376.48,43974,51644.25,55787,67629.75,17494,21841,26217,41946,2889450,2921588,2937979,2949828,2959373,0,0,85.1,12.12,1.67,0.12,0.26,0.01,16.3,24.76,0,0,1,0,0.002974068,35.7
