2010.Census.Population,Population.Estimate..2011,Population.Estimate..2012,Population.Estimate..2013,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,FMRKT09,FMRKTPTH09,VEG_FARMS07,VEG_FARMS12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,ORCHARD_FARMS07,ORCHARD_FARMS12,BERRY_FARMS07,BERRY_FARMS12,SLHOUSE07,SLHOUSE12,GHVEG_FARMS07,GHVEG_FARMS12,CSA07,CSA12,AGRITRSM_OPS07,AGRITRSM_OPS12,FARM_TO_SCHOOL09,WIC.participants.FY.2009,WIC.participants.FY.2011,WIC.participants..FY.2012,WIC.participants..FY.2013,National.School.Lunch.Program.participants.FY.2009,National.School.Lunch.Program.participants.FY.2011,National.School.Lunch.Program.participants..FY.2012,National.School.Lunch.Program.participants..FY.2013,School.Breakfast.Program.participants.FY.2009,School.Breakfast.Program.participants.FY.2011,School.Breakfast.Program.participants..FY.2012,School.Breakfast.Program.participants..FY.2013,Child.and.Adult.Care.particpants.FY.2009,Child.and.Adult.Care.particpants.FY.2011,Child.and.Adult.Care.participants..FY.2012,Child.and.Adult.Care.participants..FY.2013,Summer.Food.particpants.FY.2009,Summer.Food.participants.FY.2011,Summer.Food.participants..FY.2012,Summer.Food.participants..FY.2013,State.Population..2009,State.Population..2010,State.Population...2011,State.Population..2012,State.Population...2013,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10,COUNTY_STATE_RELATIVE_POP_2010,PCT_OBESE_ADULTS13
9423,9388,9565,9706,2033.08,21.58,706.85,7.5,120.53,3.25,435.4,4.62,409.41,4.34,2,0.21,0,0,4,0.43,0,0,9,0.94,1,-50,0.22,0.1,2,0.21,7,0.75,676.93,623.03,499.56,557.09,15.9,22.68,70,80.17,0,0,1,1,11.87,60.08,9.48,5.65,0.35,3.53,1.55,0,15.3,6.6,10.5,11.4,1.02,1,0.94,23,13,-43.48,3.3,2.09,0,0,12,10,12,10,102,71,2,1,0,0,3,3,2,1,4,7,0,130064,126944,123069.83,118552.33,437660,452425.99,446144.19,437992.09,208249,224431.26,227416.76,227754.4,57028,56667.25,54327.25,53632.25,12826,10628,11390,11315,3687050,3760184,3791508,3815780,3850568,0,0,76.26,1.73,11.81,0.48,5.95,0,17.17,24.34,0,0,0,0,0.002505994,33.5
3821,3786,3779,3677,287.08,7.51,92.16,2.41,24.87,1.49,55.39,1.45,51.41,1.35,1,0.26,0,0,3,0.79,0,0,2.75,0.73,1,0,0.28,0.26,2,0.53,5,1.32,605.44,568.81,518.98,567.01,9.5,9.14,66,79.02,1,0,0,1,13.55,36.9,15.36,3.23,0.46,2.54,2.29,0,17,5.5,7.3,8.1,0.95,1.04,0.84,7,12,71.43,1.88,2.99,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,7,6,0,45585,43563,42726.92,40151.25,243466,250190.34,251186.02,243119.86,58000,63594.39,66640.66,66556.27,41074,43891.5,44632.5,45304.5,8333,10565,9836,9879,1796619,1830141,1842641,1855350,1868516,0,0,90.58,0.16,6.39,0.71,0.76,0.05,22.09,22.43,0,0,0,1,0.002087817,31.4
102172,102649,102330,102242,32231.24,31.55,12544.07,12.28,1009.85,2.59,8220.05,8.05,4625.04,4.53,20,0.2,3,0.03,49,0.48,9,0.09,87.08,0.85,20,-4.76,0.21,0.2,92,0.91,83,0.82,489.04,479.49,476.79,534.96,13.36,19.74,81,95.99,1,0,0,1,13.11,41.25,8.16,2.81,0.34,2.51,1.25,0,13.5,6.3,7.5,8.3,0.95,1.04,0.84,18,23,27.78,1.57,2.36,2,0.02,10,11,9,11,3,8,1,2,4,2,0,2,6,1,0,0,0,75645,70931,69158.92,65875.92,394391,396893.56,395599.78,384195.01,84554,88514.32,93107.52,94780.77,37532,38946,38915.75,38978.25,10346,11122,11109,13607,3007856,3050202,3062309,3075039,3090416,11,0.11,77.6,2.33,13.7,2.34,1.75,0.1,12.85,26.64,0,0,1,0,0.033496798,34.3
23368,23192,23188,22781,3509.51,15.02,1487.86,6.37,379.44,4.79,659.74,2.82,622.09,2.66,5,0.21,1,0.04,21,0.9,1,0.04,21.92,0.94,4,-33.33,0.27,0.17,15,0.64,18,0.77,721.82,635.07,739.15,738.37,11.17,17.41,65,83.57,1,1,0,1,9.55,53.02,7.46,2.97,0.66,2.03,0.75,0,12.7,5.6,6.2,6.2,1.06,0.9,1.09,5,21,320,1.12,5.08,1,0.04,11,4,8,4,4,8,2,1,0,0,0,2,3,3,7,13,0,160150,156085,159137.42,155935.33,752709,756503.3,749114.71,717617.52,234396,253730.07,271107.04,272469.74,58915,67735.75,70997,65337.75,51798,58006,54339,55519,7882590,8023953,8096604,8186628,8260405,1,0.04,62.24,32.81,2.25,0.87,0.26,0.06,13.91,17.36,0,1,0,0,0.00291228,32.1
6497,6469,6471,6382,2034.5,31.31,719.07,11.07,26.9,1.09,403.3,6.21,462.56,7.12,0,0,0,0,6,0.93,0,0,4.33,0.67,2,0,0.32,0.31,2,0.31,7,1.09,610.89,608.81,529.14,562.3,10.54,5.39,58,77.39,1,0,0,1,12.65,33.79,14.13,3.42,0.63,2.73,1.68,0,14.4,5.5,8.8,9.3,0.95,1.04,0.84,8,3,-62.5,1.96,0.69,0,0,3,4,3,4,2,3,1,1,1,1,1,1,0,0,6,6,0,76989,75212,74761.08,70614.75,356495,362151.74,361686.08,348151.74,96299,102502.46,107458.59,111453.19,47310,48655.5,49973.25,47873.5,17632,20262,20026,25237,2818747,2859143,2871238,2885398,2893957,0,0,88.24,4.6,4.96,0.37,0.49,0,18.9,18.73,0,0,0,1,0.002272359,33.3
8517,8411,8289,8267,2134.1,25.06,663.91,7.8,35.04,1.02,388.42,4.56,522.54,6.14,4,0.47,0,0,3,0.35,2,0.23,8.83,1.06,2,-33.33,0.37,0.24,7,0.82,5,0.59,784.26,728.77,658.54,688.36,15.22,14.87,56,76.67,1,1,1,1,13.13,31.27,12.26,6.17,0.74,4,1.22,0,18.4,6.2,12.6,12.8,1.02,1,0.94,37,23,-37.84,3.54,2.3,0,0,0,2,0,2,84,54,1,0,1,2,0,0,0,4,29,46,0,992454,993498,969893.08,955072.25,3254249,3401745.54,3374153.9,3314594.15,1528878,1744587.44,1786413.64,1818710.3,303520,307976,351921.5,369514.5,183501,173243,176587,180355,24782302,25253466,25674681,26060796,26448193,0,0,88,0.45,10.13,0.36,0.36,0.01,24.72,21.32,0,0,0,0,0.000337261,30
65880,65870,65781,65835,16179.31,24.56,3821.2,5.8,370.18,1.54,4221.59,6.41,2129.06,3.23,8,0.12,1,0.02,21,0.32,5,0.08,34.33,0.52,6,0,0.09,0.09,43,0.66,37,0.56,610.89,608.81,529.14,562.3,10.54,10,58,77.39,1,0,0,1,12.65,20.82,8.89,3.42,0.63,2.73,1.68,0,14.4,5.5,8.8,9.3,0.95,1.04,0.84,115,91,-20.87,8.06,6.73,1,0.02,11,19,11,19,9,13,4,4,0,1,3,4,1,0,9,14,0,76989,75212,74761.08,70614.75,356495,362151.74,361686.08,348151.74,96299,102502.46,107458.59,111453.19,47310,48655.5,49973.25,47873.5,17632,20262,20026,25237,2818747,2859143,2871238,2885398,2893957,5,0.08,90.95,1.6,3.95,0.69,0.89,0.05,12.64,26.94,0,0,1,0,0.02304187,31.9
9815,9790,9720,9667,1715.16,17.47,575.55,5.86,70.4,1.67,397.24,4.05,340.08,3.46,3,0.3,0,0,7,0.71,1,0.1,10.42,1.07,2,0,0.21,0.21,6,0.61,11,1.12,489.04,479.49,476.79,534.96,13.36,10.3,81,95.99,1,0,0,1,13.11,27.45,9.28,2.81,0.34,2.51,1.25,0,13.5,6.3,7.5,8.3,0.87,0.98,0.83,13,8,-38.46,2.06,1.39,1,0.11,2,4,2,4,1,2,1,3,0,0,0,0,4,3,0,0,0,75645,70931,69158.92,65875.92,394391,396893.56,395599.78,384195.01,84554,88514.32,93107.52,94780.77,37532,38946,38915.75,38978.25,10346,11122,11109,13607,3007856,3050202,3062309,3075039,3090416,1,0.1,94.63,0.4,3.64,0.32,0.14,0,20.59,23.01,0,0,0,1,0.00321782,31.8
37536,37915,37728,37642,6606.62,17.6,3291.1,8.77,103.39,0.97,1841.24,4.91,220.35,0.59,3,0.08,0,0,12,0.32,2,0.05,13,0.35,5,66.67,0.08,0.13,28,0.75,12,0.32,570.67,470.64,584,495.67,14.61,13.18,61,85.87,0,0,1,1,11,29.15,13.29,4.58,1.46,2.99,0.63,0,12.6,4.8,9.7,8.7,0.72,1.01,0.66,22,34,54.55,4.89,7.2,0,0,82,77,75,65,3,7,2,9,0,0,0,0,0,3,6,2,0,46175,44020,43751.25,43291.67,170003,170852.21,170127.17,160189.02,70830,74901.95,77706.22,75367.97,9677,8878.75,8546,10694.25,22625,21744,21114,20959,1545801,1571102,1584985,1595590,1612136,1,0.03,91.16,0.47,5.91,0.93,0.22,0.14,5.57,25.97,1,0,0,0,0.023891511,24.5
274569,283302,289681,296918,95377.4,34.74,11504.19,4.19,783.75,0.79,28676.84,10.44,8461.2,3.08,35,0.13,6,0.02,58,0.22,12,0.04,108.25,0.37,21,16.67,0.07,0.07,176,0.65,178,0.66,652.97,611.29,565.77,617.44,13.84,3.89,65,89.42,0.5,0,0,1,12.27,9.93,4.17,3.28,0.86,2.65,0.95,0,13,4.5,6.2,7.8,0.77,0.95,0.75,38,65,71.05,5.97,10.87,3,0.01,22,21,22,21,14,12,1,2,0,0,3,3,1,2,4,11,0,170137,167875,164280.58,159524.58,788167,807688.96,801375.76,781172.48,210886,240077.19,256201.85,259035.96,61253,66495.25,71208.5,79035.25,55113,55785,54466,58664,6423113,6490622,6516922,6537782,6570902,60,0.22,86.43,3.42,3.43,4.78,0.16,0.03,8.63,30.21,0,0,1,0,0.042302417,25.9
5799,5831,5726,5627,2725.84,47.01,1013.64,17.48,75.27,3.04,649.19,11.19,574.06,9.9,6,1.04,0,0,6,1.04,1,0.17,4.92,0.85,4,0,0.69,0.69,2,0.35,9,1.56,610.89,608.81,529.14,562.3,10.54,4.96,58,77.39,1,0,0,1,12.65,25.08,16.46,3.42,0.63,2.73,1.68,0,14.4,5.5,8.8,9.3,0.95,1.04,0.84,17,16,-5.88,2.08,2.19,0,0,5,7,5,7,0,2,0,2,0,0,0,3,3,0,6,0,0,76989,75212,74761.08,70614.75,356495,362151.74,361686.08,348151.74,96299,102502.46,107458.59,111453.19,47310,48655.5,49973.25,47873.5,17632,20262,20026,25237,2818747,2859143,2871238,2885398,2893957,0,0,95.84,0.4,2.48,0.33,0.14,0,23.16,22.9,0,0,0,1,0.00202823,30.7
12660,12546,12379,12234,3065.46,24.21,1051.05,8.3,79.88,1.6,722.49,5.71,622.44,4.92,6,0.47,0,0,6,0.47,0,0,9,0.73,4,-20,0.41,0.32,5,0.4,12,0.95,610.89,608.81,529.14,562.3,10.54,6.71,58,77.39,1,0,0,1,12.65,28.91,14.04,3.42,0.63,2.73,1.68,0,14.4,5.5,8.8,9.3,0.95,1.04,0.84,31,40,29.03,3.18,4.08,2,0.17,6,2,6,2,1,0,0,0,1,1,0,0,1,4,17,7,0,76989,75212,74761.08,70614.75,356495,362151.74,361686.08,348151.74,96299,102502.46,107458.59,111453.19,47310,48655.5,49973.25,47873.5,17632,20262,20026,25237,2818747,2859143,2871238,2885398,2893957,0,0,94.72,0.75,2.34,0.2,0.5,0.06,20.86,22.64,0,0,0,0,0.0044279,30.9
142324,143819,145025,147086,34015.47,23.9,8367.34,5.88,527.69,1.1,10402.02,7.31,2151.65,1.51,13,0.09,4,0.03,45,0.32,1,0.01,69.83,0.48,14,16.67,0.09,0.1,61,0.43,53,0.38,749.67,666.15,711.77,649.84,19.4,13.91,62,92.6,1,0,1,1,13.13,27.93,9.06,5.74,0.7,5.08,1.42,0,16.9,6.5,9.2,10.5,0.86,0.99,0.8,4,17,325,2.21,11.97,0,0,3,6,3,6,2,0,3,7,0,0,0,1,1,0,3,0,0,499213,469456,303874.67,289524.42,1290996,1301069.28,1287032.72,1245367.61,564627,600641.62,620654.8,608138.08,140053,138076,135286.25,138070,68454,75836,84854,71557,9829211,9712157,9815210,9915646,9992167,13,0.09,75,16.73,5.1,0.87,0.25,0.04,7.18,30.28,0,0,1,0,0.014654211,28.6
24552,24696,24429,24294,4406.01,17.95,1812.72,7.38,389.24,3.99,657.94,2.68,673.73,2.74,4,0.16,1,0.04,17,0.69,2,0.08,20.25,0.83,6,0,0.25,0.25,15,0.61,9,0.37,576.21,622.68,444.92,472.13,16.85,29.18,73,76.75,0,0,0,1,12.18,55.44,7.97,5.37,0.61,3.26,1.52,0,14.9,6.4,11.2,11.5,1.1,0.97,1.04,14,8,-42.86,4.58,2.88,1,0.04,6,3,6,3,3,2,0,1,0,0,0,0,0,2,0,2,0,94107,93461,94292.75,89776.83,351950,352817.81,348908.91,332496.94,155258,158053.1,162017.98,166376.48,43974,51644.25,55787,67629.75,17494,21841,26217,41946,2889450,2921588,2937979,2949828,2959373,3,0.12,59.24,36.68,2.17,0.7,0.25,0.01,16,22.78,1,1,0,1,0.008403649,36.4
5994,5840,5937,5886,1799.41,30.02,584.28,9.75,58.99,2.43,486.71,8.12,310.17,5.17,2,0.33,0,0,3,0.5,0,0,6.42,1.08,2,0,0.33,0.34,0,0,4,0.66,629.81,608.73,646.26,697.65,14.4,9.63,79,98.31,1,0,0,1,8.9,28.72,8.8,2.27,0.39,2.4,0.96,0,14.3,5.3,7,7.4,0.8,0.93,0.79,27,11,-59.26,7.26,3.16,1,0.17,6,16,5,5,5,2,2,2,0,0,2,0,2,0,0,5,0,309870,295409,288939.17,280463.25,1148891,1162998.32,1142443.25,1124196.45,293385,357550.88,395044.71,416090.73,124146,130757,127321,129334.75,50389,52556,55586,54067,12910409,12841980,12869257,12868192,12882135,0,0,97.2,0.47,0.98,0.32,0.15,0,19.92,23.54,0,0,1,1,0.00046675,30.2
9054,8832,8785,8760,2136.72,23.6,514.5,5.68,79.73,2.25,494.37,5.46,352.21,3.89,0,0,0,0,7,0.78,0,0,7,0.8,1,0,0.11,0.11,3,0.33,2,0.22,784.26,728.77,658.54,688.36,15.22,8.11,56,76.67,1,1,1,1,13.13,25.88,10.56,6.17,0.74,4,1.22,0,18.4,6.2,12.6,12.8,1.1,0.97,1.04,9,5,-44.44,1.75,0.94,0,0,1,0,1,0,6,3,0,0,0,0,0,0,3,0,31,27,0,992454,993498,969893.08,955072.25,3254249,3401745.54,3374153.9,3314594.15,1528878,1744587.44,1786413.64,1818710.3,303520,307976,351921.5,369514.5,183501,173243,176587,180355,24782302,25253466,25674681,26060796,26448193,1,0.11,90.37,0.38,7.46,0.2,0.52,0.03,15.98,24.13,0,0,1,0,0.000358525,27.1
