2010.Census.Population,Population.Estimate..2011,Population.Estimate..2012,Population.Estimate..2013,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,FMRKT09,FMRKTPTH09,VEG_FARMS07,VEG_FARMS12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,ORCHARD_FARMS07,ORCHARD_FARMS12,BERRY_FARMS07,BERRY_FARMS12,SLHOUSE07,SLHOUSE12,GHVEG_FARMS07,GHVEG_FARMS12,CSA07,CSA12,AGRITRSM_OPS07,AGRITRSM_OPS12,FARM_TO_SCHOOL09,WIC.participants.FY.2009,WIC.participants.FY.2011,WIC.participants..FY.2012,WIC.participants..FY.2013,National.School.Lunch.Program.participants.FY.2009,National.School.Lunch.Program.participants.FY.2011,National.School.Lunch.Program.participants..FY.2012,National.School.Lunch.Program.participants..FY.2013,School.Breakfast.Program.participants.FY.2009,School.Breakfast.Program.participants.FY.2011,School.Breakfast.Program.participants..FY.2012,School.Breakfast.Program.participants..FY.2013,Child.and.Adult.Care.particpants.FY.2009,Child.and.Adult.Care.particpants.FY.2011,Child.and.Adult.Care.participants..FY.2012,Child.and.Adult.Care.participants..FY.2013,Summer.Food.particpants.FY.2009,Summer.Food.participants.FY.2011,Summer.Food.participants..FY.2012,Summer.Food.participants..FY.2013,State.Population..2009,State.Population..2010,State.Population...2011,State.Population..2012,State.Population...2013,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10,COUNTY_STATE_RELATIVE_POP_2010,PCT_OBESE_ADULTS13
5724,5639,5748,5813,1043.91,18.24,424.9,7.42,0.67,0.03,325.97,5.69,137.35,2.4,1,0.18,0,0,2,0.36,0,0,3.58,0.62,1,0,0.2,0.17,4,0.72,8,1.43,610.89,608.81,529.14,562.3,10.54,6.09,58,77.39,1,0,0,1,12.65,44.7,13.09,3.42,0.63,2.73,1.68,0,14.4,5.5,8.8,9.3,0.95,1.04,0.84,11,4,-63.64,2.59,1.27,0,0,1,3,1,3,0,2,0,0,0,0,0,0,2,2,3,1,0,76989,75212,74761.08,70614.75,356495,362151.74,361686.08,348151.74,96299,102502.46,107458.59,111453.19,47310,48655.5,49973.25,47873.5,17632,20262,20026,25237,2818747,2859143,2871238,2885398,2893957,0,0,65.41,0.24,32.6,0.26,0.65,0,13.14,30.59,0,0,0,0,0.002001999,34.8
45949,45812,45869,45886,2065.21,4.49,527.38,1.15,175.38,0.98,485.47,1.06,272.5,0.59,12,0.26,1,0.02,16,0.35,2,0.04,23,0.5,9,0,0.19,0.2,38,0.83,26,0.57,622.31,649.09,577.37,643.14,15.61,11.9,72,95.71,0,0,1,1,9.7,22.99,7.26,3.15,0.56,2.63,1.07,0,16.1,7.1,8.2,8.6,0.86,0.96,0.83,39,38,-2.56,3.68,3.65,0,0,6,2,6,2,4,6,2,0,0,1,0,0,5,1,2,0,0,303679,281306,275627.33,263683.42,1120056,1133771.78,1114370.85,1063938.75,363399,396715.21,418371.33,422862.16,123817,124776,124904.75,122550.75,65014,61001,64450,60307,11542645,11537968,11544951,11553031,11570808,3,0.07,97.12,0.27,1.18,0.36,0.16,0.03,15.37,25.39,0,0,0,0,0.003982417,34.7
30042,30085,29920,29856,1997.13,6.65,618.72,2.06,864.45,6.74,359.93,1.2,503.6,1.68,2,0.07,0,0,27,0.9,3,0.1,32.17,1.08,4,-20,0.17,0.13,9,0.3,10,0.33,721.82,635.07,739.15,738.37,11.17,23.93,65,83.57,1,1,0,1,9.55,42.48,10.8,2.97,0.66,2.03,0.75,0,12.7,5.6,6.2,6.2,1.08,0.95,1.06,53,60,13.21,5.29,6.12,1,0.03,41,38,40,33,54,28,4,7,0,0,0,5,3,5,8,11,0,160150,156085,159137.42,155935.33,752709,756503.3,749114.71,717617.52,234396,253730.07,271107.04,272469.74,58915,67735.75,70997,65337.75,51798,58006,54339,55519,7882590,8023953,8096604,8186628,8260405,1,0.03,95.93,0.59,2.58,0.17,0.16,0.02,19.43,20.7,0,0,0,0,0.00374404,29.1
34978,34660,34350,34096,12482.82,35.69,4276.09,12.23,510.62,3.58,2866.87,8.2,2436.71,6.97,3,0.09,1,0.03,16,0.46,1,0.03,25.08,0.73,5,-16.67,0.17,0.15,13,0.37,39,1.11,629.81,608.73,646.26,697.65,14.4,12.52,79,98.31,1,0,0,1,8.9,28.43,8.44,2.27,0.39,2.4,0.96,0,14.3,5.3,7,7.4,0.8,0.93,0.79,48,31,-35.42,4.04,2.94,1,0.03,18,15,12,9,8,8,2,4,0,0,2,3,8,2,3,2,1,309870,295409,288939.17,280463.25,1148891,1162998.32,1142443.25,1124196.45,293385,357550.88,395044.71,416090.73,124146,130757,127321,129334.75,50389,52556,55586,54067,12910409,12841980,12869257,12868192,12882135,1,0.03,89.98,0.55,7.7,0.63,0.18,0.02,18.09,23.31,0,0,0,1,0.002723723,29.1
35471,34764,34447,34361,4025.5,11.35,987.85,2.78,244.55,1.7,873.22,2.46,880.34,2.48,4,0.11,1,0.03,20,0.56,3,0.08,22.17,0.64,5,-16.67,0.18,0.15,22,0.62,30,0.84,610.89,608.81,529.14,562.3,10.54,17.53,58,77.39,1,0,0,1,12.65,47.03,12.82,3.42,0.63,2.73,1.68,0,14.4,5.5,8.8,9.3,1.05,0.95,1.03,30,47,56.67,3.02,4.64,3,0.09,4,15,4,15,15,26,3,14,0,0,0,3,7,6,9,10,0,76989,75212,74761.08,70614.75,356495,362151.74,361686.08,348151.74,96299,102502.46,107458.59,111453.19,47310,48655.5,49973.25,47873.5,17632,20262,20026,25237,2818747,2859143,2871238,2885398,2893957,4,0.11,80.94,5.7,5.2,0.57,3.1,0.09,17.36,23.68,0,0,0,1,0.012406165,35.1
30233,31242,32272,33120,4224.28,13.97,579.32,1.92,188.06,1.75,1205.99,3.99,400.04,1.32,5,0.17,0,0,30,1,0,0,31.17,0.97,7,0,0.22,0.22,21,0.7,23,0.77,749.67,666.15,711.77,649.84,19.4,13.55,62,92.6,1,0,1,1,13.13,25.23,8.21,5.74,0.7,5.08,1.42,0,16.9,6.5,9.2,10.5,1.08,0.95,1.06,5,6,20,6.49,10,0,0,3,3,3,3,2,0,1,0,0,0,0,0,0,2,0,2,0,499213,469456,303874.67,289524.42,1290996,1301069.28,1287032.72,1245367.61,564627,600641.62,620654.8,608138.08,140053,138076,135286.25,138070,68454,75836,84854,71557,9829211,9712157,9815210,9915646,9992167,6,0.2,77.55,13.93,4.42,1.56,0.27,0.07,8.98,29.3,0,0,1,0,0.003112903,29.3
7459,7657,7792,7950,1631,100,748.86,45.91,296.09,53.54,492,30.17,127,7.79,1,0.62,0,0,0,0,0,0,6.25,3.78,3,0,2.01,1.81,0,0,0,0,582.72,511.48,688.08,724.81,12.97,51.3,69,89.59,0,0,0,1,7.67,57.36,6.98,2.43,0.34,3.7,1.41,0,12.1,4.4,7.4,8,1.4,1.24,0.97,8,3,-25,1.76,1.53,0,0,7,11,13,10,11,12,0,2,0,0,0,5,8,0,6,5,0,25816,26295,24969.33,23054.67,53554,54410.04,53919.81,52495.03,16943,19974.23,20758.72,20740.74,9874,9616,10540.75,10962.75,2345,6564,4661,5078,698473,714146,722718,730307,735132,0,0,22.19,0.55,2.64,0.37,64.01,0.31,7.79,30.17,0,1,0,0,0.010444643,31.9
375770,378007,382259,384978,65190.17,17.35,17928.11,4.77,3549.01,2.83,12922.54,3.44,16277.79,4.33,33,0.09,7,0.02,74,0.21,14,0.04,157,0.41,30,-9.09,0.1,0.08,122,0.35,98,0.28,760.5,577.72,758.63,623.59,16.96,18.44,60,81.04,1,1,1,1,9.94,43.74,11.09,3.51,0.19,3.17,0.69,9,19.7,8.1,9.7,10.9,0.75,1,0.69,55,52,-5.45,7.01,5.54,2,0.01,23,30,21,28,29,59,0,0,1,0,5,7,4,11,2,27,0,208873,199343,193214.08,182500.75,655498,661436.77,662439.53,646766.75,231674,261118.66,274596.31,289520.2,45772,42160.5,41670.75,42945.25,12403,23732,27554,23688,6595778,6413158,6482505,6551149,6626624,9,0.03,58.68,4.26,28.47,1.63,4.63,0.4,13.86,26.53,0,0,1,0,0.058593598,31.6
22140,22373,22130,22145,7108.09,32.11,2802,12.66,236.67,2.85,1728.81,7.81,1196.26,5.4,8,0.36,1,0.05,10,0.45,0,0,17.42,0.79,6,20,0.24,0.27,10,0.45,19,0.86,629.81,608.73,646.26,697.65,14.4,18.85,79,98.31,1,0,0,1,8.9,40.74,8.29,2.27,0.39,2.4,0.96,0,14.3,5.3,7,7.4,0.87,0.98,0.83,24,40,66.67,2.12,3.23,1,0.05,13,24,13,23,3,9,6,6,1,1,0,9,4,1,4,4,0,309870,295409,288939.17,280463.25,1148891,1162998.32,1142443.25,1124196.45,293385,357550.88,395044.71,416090.73,124146,130757,127321,129334.75,50389,52556,55586,54067,12910409,12841980,12869257,12868192,12882135,1,0.05,92.98,4.38,1.37,0.21,0.15,0.02,16.17,22.48,0,0,0,0,0.001724033,33
50513,50323,51407,51490,18300.56,36.23,5667.33,11.22,476.75,2.64,5249.85,10.39,1507.49,2.98,6,0.12,1,0.02,31,0.62,2,0.04,50.58,0.98,10,11.11,0.19,0.19,38,0.76,38,0.76,749.67,666.15,711.77,649.84,19.4,18.48,62,92.6,1,0,1,1,13.13,32.25,11.8,5.74,0.7,5.08,1.42,0,16.9,6.5,9.2,10.5,1.11,0.98,1.06,7,14,100,12.28,20.29,0,0,0,5,0,5,4,3,2,7,0,0,0,0,1,3,0,3,0,499213,469456,303874.67,289524.42,1290996,1301069.28,1287032.72,1245367.61,564627,600641.62,620654.8,608138.08,140053,138076,135286.25,138070,68454,75836,84854,71557,9829211,9712157,9815210,9915646,9992167,3,0.06,71.22,19.05,5.13,1.4,0.46,0.14,9.02,27.03,0,0,0,0,0.005201007,31.5
23687,23766,23746,23728,3007.77,12.7,711.5,3,220.72,2.31,702.93,2.97,429.13,1.81,3,0.13,1,0.04,13,0.55,0,0,12,0.5,4,-20,0.21,0.17,10,0.42,19,0.81,510.56,495.41,558.81,589.65,14.6,10.89,66,100,1,0,1,1,10.52,20.66,8.09,2.4,0.79,2.26,1.14,0,14.2,4.9,7.1,7.7,0.8,0.93,0.79,79,105,32.91,4.36,6.61,2,0.09,33,22,30,22,17,11,13,6,0,0,9,8,9,5,10,14,0,127891,121516,118584.92,113762.75,594850,606117.1,596221.86,562217.07,135728,166478.13,172949.06,173059.09,64369,63650,60128.25,59571.75,44856,82427,87538,88294,5654774,5691659,5711767,5724554,5742713,0,0,96.69,0.36,1.42,0.52,0.15,0.02,13.8,24.86,0,0,1,0,0.004161704,31.8
411442,412676,413331,413687,63316.95,15.39,12072.47,2.93,2024.07,1.31,14356.51,3.49,10264.78,2.49,76,0.19,4,0.01,134,0.33,45,0.11,338.83,0.82,126,57.5,0.2,0.3,234,0.57,266,0.65,452.12,425.68,587.96,649.89,14.15,17.52,78,90.42,1,1,1,1,9.13,33.29,6.5,2.31,0.79,2.07,0.98,0,12.3,4.8,7.2,7.9,1.15,0.96,1.11,269,308,14.5,13.59,15.11,5,0.01,140,162,131,157,105,89,62,74,2,2,11,31,18,38,24,13,0,260879,257911,253010.75,253258.08,1150819,1153644.73,1127529.91,1066255.18,291249,329568.98,343326.38,345081.63,123430,140822.25,163791.25,135341.5,100190,97422,103651,96893,12604767,12717722,12742886,12764475,12773801,59,0.14,76.9,4.01,16.37,1.27,0.13,0.01,14.48,23.85,0,0,1,0,0.032351863,32.2
29450,28515,28417,27941,6608.87,22.44,4816.8,16.36,505.4,5.73,1828.77,6.21,543.86,1.85,9,0.3,1,0.03,22,0.74,0,0,42.5,1.49,0,0,0,0,11,0.37,7,0.24,588.62,627.31,371.85,439.73,21.9,44.42,65,85.2,0,1,0,1,13.74,87.31,5.76,6.77,0.77,3.78,1.29,0,16.7,7.6,11.3,12.4,1.14,0.99,1.06,9,6,-33.33,2.43,1.71,1,0.03,5,6,5,6,15,12,1,1,0,0,0,2,0,0,8,5,0,111478,97277,94772.75,91651.5,405716,400490.47,398653.72,391574.13,199880,203824.76,207859.04,207305.05,38121,41349.5,41387.25,41517.25,22745,27456,28027,26916,2951996,2970072,2978512,2986450,2991207,1,0.03,25.16,72.54,1.37,0.28,0.16,0.03,10.17,24.27,1,1,0,0,0.009915585,42.2
11055,11011,11013,11010,5748.4,52,1689.77,15.29,53.92,1.16,1316.73,11.91,1084.04,9.81,2,0.18,1,0.09,3,0.27,3,0.27,4.92,0.45,3,0,0.28,0.27,10,0.91,6,0.54,605.44,568.81,518.98,567.01,9.5,9.54,66,79.02,1,0,0,1,13.55,28.66,11.61,3.23,0.46,2.54,2.29,0,17,5.5,7.3,8.1,0.95,1.04,0.84,11,12,9.09,2.85,2.96,1,0.09,5,3,4,3,1,7,0,0,2,1,0,0,0,5,1,2,0,45585,43563,42726.92,40151.25,243466,250190.34,251186.02,243119.86,58000,63594.39,66640.66,66556.27,41074,43891.5,44632.5,45304.5,8333,10565,9836,9879,1796619,1830141,1842641,1855350,1868516,1,0.09,93.58,0.73,4.18,0.25,0.39,0.01,18.74,22.96,0,0,0,1,0.006040518,31.9
12766,12661,12535,12470,257.63,2.02,81.12,0.64,59.95,1.14,59.95,0.47,51.91,0.41,6,0.47,0,0,7,0.55,0,0,12.33,0.99,4,-20,0.38,0.32,5,0.39,8,0.62,652.97,611.29,565.77,617.44,13.84,20.02,65,89.42,0.5,0,0,1,12.27,38.64,11.34,3.28,0.86,2.65,0.95,0,13,4.5,6.2,7.8,0.77,0.95,0.75,13,11,-15.38,5.2,4.18,0,0,2,1,2,1,2,2,1,0,0,0,0,0,2,0,0,0,0,170137,167875,164280.58,159524.58,788167,807688.96,801375.76,781172.48,210886,240077.19,256201.85,259035.96,61253,66495.25,71208.5,79035.25,55113,55785,54466,58664,6423113,6490622,6516922,6537782,6570902,1,0.08,97.16,0.38,0.92,0.15,0.17,0.03,17.77,22.83,0,0,0,1,0.001966838,36
65645,65646,65705,65861,17657.89,26.9,8650.13,13.18,255.75,1.08,5398.44,8.22,2041.83,3.11,7,0.11,2,0.03,26,0.4,6,0.09,55.75,0.85,8,-20,0.16,0.12,36,0.55,51,0.78,737.2,665.57,611.68,558.66,21.07,26.74,66,83.52,0,0,0,1,11.04,75.21,5.26,6.46,2.16,3.49,2.01,0,12.1,4.6,12.4,12.4,0.94,1.08,0.81,32,26,-18.75,5.48,4.37,1,0.02,7,13,4,10,121,104,0,0,1,0,0,0,3,1,20,21,0,70159,64304,63843.67,61352,221822,230861.32,227862.52,220186.98,129912,138834.59,150553.52,148155.22,40352,37587,36629.75,36381.5,43343,35014,38463,22386,2009671,2065913,2082224,2083540,2085287,4,0.06,43.87,1.64,52.01,0.57,0.7,0.04,14.16,28,0,1,0,0,0.031775297,29.2
